codcnh,nombre,latitude,longitude,municipios,codprov,provincias,ncamas,finalidad_asisitencial,cerrado
180016,HOSPITAL GENERAL DEL H.U. VIRGEN DE LAS NIEVES,37.1880513,-3.6108413,Granada,18,GRANADA,0,GENERAL,N
180042,HOSPITAL DE NEUROTRAUMATOLOGÍA Y REHABILITACIÓN,41.5837004,1.6235743999999999,Granada,18,GRANADA,0,GENERAL,N
180055,HOSPITAL SAN RAFAEL,41.5837734,1.6232289,Granada,18,GRANADA,166,GENERAL,N
180074,HOSPITAL DE LA INMACULADA CONCEPCIÓN,37.1639019,-3.6080263999999995,Granada,18,GRANADA,95,QUIRÚRGICO,N
180093,HOSPITAL DE BAZA,37.492746000173,-2.76622310020589,Baza,18,GRANADA,117,GENERAL,N
180107,HOSPITAL SANTA ANA,36.752138650035,-3.5211576998471004,Motril,18,GRANADA,187,GENERAL,N
180114,HOSPITAL UNIVERSITARIO VIRGEN DE LAS NIEVES,37.1880513,-3.6108413,Granada,18,GRANADA,711,GENERAL,N
180122,HOSPITAL DE ALTA RESOLUCIÓN DE GUADIX,37.30039596557617,-3.134582996368408,Guadix,18,GRANADA,50,GENERAL,N
180133,HOSPITAL DE ALTA RESOLUCIÓN DE LOJA,-3.9824699999999997,-79.20293000000001,Loja,18,GRANADA,22,GENERAL,N
180146,HOSPITAL VITHAS LA SALUD,37.1693199009519,-3.5845324599169506,Granada,18,GRANADA,77,GENERAL,N
180150,HOSPITAL UNIVERSITARIO SAN CECILIO,37.17648315429688,-3.5979371070861816,Granada,18,GRANADA,543,GENERAL,N
180166,HOSPITAL MATERNO-INFANTIL VIRGEN DE LAS NIEVES,37.1880513,-3.6108413,Granada,18,GRANADA,0,MATERNO-INFANTIL,N
190019,HOSPITAL UNIVERSITARIO DE GUADALAJARA,20.6751708984375,-103.34732818603516,Guadalajara,19,GUADALAJARA,432,GENERAL,N
190030,CLÍNICA LA ANTIGUA,20.62973,-103.2494,Guadalajara,19,GUADALAJARA,57,GENERAL,N
190045,CLÍNICA DR. SANZ VÁZQUEZ,40.6300752,-3.1657249,Guadalajara,19,GUADALAJARA,40,GENERAL,N
190061,U.R.R. DE ENFERMOS PSÍQUICOS ALCOHETE,-2.8887290954589844,-78.99838256835938,Yebes,19,GUADALAJARA,165,PSIQUIÁTRICO,N
190077,INSTITUTO DE ENFERMEDADES NEUROLÓGICAS DE CASTILLA-LA MANCHA,20.5794,-103.44633,Guadalajara,19,GUADALAJARA,147,OTROS MONOGRÁFICOS,N
200049,MUTUALIA-CLINICA PAKEA,43.3115471,-2.0135369,Donostia/San Sebastián,20,GUIPÚZCOA,29,QUIRÚRGICO,N
200071,HOSPITAL RICARDO BERMINGHAM (FUNDACIÓN MATIA),43.3038614,-2.0014762,Donostia/San Sebastián,20,GUIPÚZCOA,105,GERIATRÍA Y/O LARGA ESTANCIA,N
200104,"POLICLÍNICA GIPUZKOA, S.A.",43.2899179,-1.980925,Donostia/San Sebastián,20,GUIPÚZCOA,149,GENERAL,N
200126,HOSPITAL QUIRÓN SALUD DONOSTIA,43.3160761,-1.9731811000000001,Donostia/San Sebastián,20,GUIPÚZCOA,48,GENERAL,N
200132,FUNDACIÓN ONKOLOGIKOA FUNDAZIOA,43.2912461,-1.9737852999999999,Donostia/San Sebastián,20,GUIPÚZCOA,45,ONCOLÓGICO,N
200163,ORGANIZACIÓN SANITARIA INTEGRADA BIDASOA (OSI BIDASOA),43.36252975463867,-1.7914979457855225,Hondarribia,20,GUIPÚZCOA,101,GENERAL,N
200185,ORGANIZACIÓN SANITARIA INTEGRADA ALTO DEBA,42.85594879999999,-2.6664112,Arrasate/Mondragón,20,GUIPÚZCOA,90,GENERAL,N
200198,HOSPITAL AITA MENNI,43.0634287,-2.4919623,Arrasate/Mondragón,20,GUIPÚZCOA,442,PSIQUIÁTRICO,N
200202,HOSPITAL PSIQUIÁTRICO SAN JUAN DE DIOS,43.0503588,-2.4853302999999998,Arrasate/Mondragón,20,GUIPÚZCOA,299,PSIQUIÁTRICO,N
200219,"CLINICA SANTA MARÍA DE LA ASUNCIÓN, (INVIZA, S.A.)",43.1407902,-2.0688705,Tolosa,20,GUIPÚZCOA,120,GENERAL,N
200230,"SANATORIO DE USURBIL, S.L.",43.268807176436205,-2.05111425973248,Usurbil,20,GUIPÚZCOA,80,PSIQUIÁTRICO,N
200245,HOSPITAL DE ZUMARRAGA,43.090476989746094,-2.3132200241088867,Zumarraga,20,GUIPÚZCOA,128,GENERAL,N
200258,HOSPITAL DE MENDARO,43.25194549560547,-2.386475086212158,Mendaro,20,GUIPÚZCOA,119,GENERAL,N
200261,HOSPITAL UNIVERSITARIO DONOSTIA-DONOSTIA UNIBERTSITATE OSPITALEA,43.2929076,-1.9687197,Donostia/San Sebastián,20,GUIPÚZCOA,1054,GENERAL,N
200271,HOSPITAL SAN JUAN DE DIOS DONOSTIA,43.3003031,-1.9772506999999997,Donostia/San Sebastián,20,GUIPÚZCOA,81,PSIQUIÁTRICO,N
210025,HOSPITAL INFANTA ELENA,37.25714492797852,-6.949538230895996,Huelva,21,HUELVA,304,GENERAL,N
210031,HOSPITAL VÁZQUEZ DÍAZ,37.38264083862305,-5.996294975280763,Huelva,21,HUELVA,0,GENERAL,N
210059,HOSPITAL BLANCA PALOMA,37.28000719675167,-6.940137543031077,Huelva,21,HUELVA,203,GENERAL,N
210084,CLÍNICA LOS NARANJOS,37.2624393,-6.949146000000001,Huelva,21,HUELVA,25,GENERAL,N
210097,HOSPITAL DE RIOTINTO,37.692287008022355,-6.597381241696872,Minas de Riotinto,21,HUELVA,118,GENERAL,N
210101,HOSPITAL UNIVERSITARIO JUAN RAMÓN JIMÉNEZ,37.2842341995182,-6.9446989700684,Huelva,21,HUELVA,891,GENERAL,N
210123,HOSPITAL JUAN RAMÓN JIMÉNEZ,37.2842341995182,-6.9446989700684,Huelva,21,HUELVA,0,GENERAL,S
210137,HOSPITAL COSTA DE LA LUZ,37.275339477924206,-7.00416054652848,Huelva,21,HUELVA,56,GENERAL,N
210148,HOSPITAL VIRGEN DE LA BELLA,37.2600472002106,-7.19479339905423,Lepe,21,HUELVA,61,GENERAL,N
220015,HOSPITAL GENERAL SAN JORGE,42.132512058875115,-0.4174794445568505,Huesca,22,HUESCA,297,GENERAL,N
220020,CENTRO DE REHAB. PSICOSOCIAL SANTO CRISTO DE LOS MILAGROS,42.2229462,-0.4041538,Huesca,22,HUESCA,110,PSIQUIÁTRICO,N
220036,HOSPITAL SAGRADO CORAZÓN DE JESÚS,42.141183899999994,-0.400848,Huesca,22,HUESCA,70,GERIATRÍA Y/O LARGA ESTANCIA,N
220041,HOSPITAL VIAMED SANTIAGO,41.7949994,-0.15668829999999997,Huesca,22,HUESCA,40,GENERAL,N
220054,HOSPITAL DE BARBASTRO,42.03479766845703,0.12398000061511992,Barbastro,22,HUESCA,172,GENERAL,N
220089,HOSPITAL DE JACA.SALUD,42.5759899455752,-0.5450560419672271,Jaca,22,HUESCA,50,GENERAL,N
220105,CENTRO SANITARIO BAJO CINCA-BAIX CINCA,41.5271830034829,0.33558252242301895,Fraga,22,HUESCA,20,OTRA FINALIDAD,N
230011,HOSPITAL GENERAL DEL H.U. DE JAÉN,37.774397799999996,-3.7914092000000004,Jaén,23,JAÉN,0,GENERAL,N
230026,HOSPITAL DOCTOR SAGAZ,37.76577377319336,-3.7893929481506343,Jaén,23,JAÉN,0,GENERAL,N
230047,HOSPITAL NEUROTRAUMATOLÓGICO DEL H.U. DE JAÉN,37.76577377319336,-3.7893929481506343,Jaén,23,JAÉN,0,TRAUMATOLOGÍA Y/O REHABILITACIÓN,N
230063,CLÍNICA CRISTO REY,37.7755591,-3.7889952000000005,Jaén,23,JAÉN,39,QUIRÚRGICO,N
230079,HOSPITAL SAN AGUSTÍN,21.80252,-100.94421,Linares,23,JAÉN,204,GENERAL,N
230098,HOSPITAL SAN JUAN DE LA CRUZ,38.01754261662406,-3.3817129670324086,Úbeda,23,JAÉN,231,GENERAL,N
230119,HOSPITAL UNIVERSITARIO DE JAÉN,37.774397799999996,-3.7914092000000004,Jaén,23,JAÉN,805,GENERAL,N
230145,HOSPITAL ALTO GUADALQUIVIR,38.0393977003551,-4.03316782352958,Andújar,23,JAÉN,67,GENERAL,N
230151,HOSPITAL MATERNO-INFANTIL DEL H.U. DE JAÉN,37.774397799999996,-3.7914092000000004,Jaén,23,JAÉN,0,MATERNO-INFANTIL,N
230162,HOSPITAL DE ALTA RESOLUCIÓN SIERRA DE SEGURA,38.35322570800781,-2.804408073425293,Puente de Génave,23,JAÉN,24,GENERAL,N
230173,HOSPITAL DE ALTA RESOLUCIÓN DE ALCAUDETE,37.586878600000006,-4.0808812,Alcaudete,23,JAÉN,16,GENERAL,N
230184,HOSPITAL DE ALTA RESOLUCIÓN DE ALCALÁ LA REAL,37.4555785559127,-3.92456990416696,Alcalá la Real,23,JAÉN,28,GENERAL,N
240016,HOSPITAL DE LEÓN,51.09328079223633,10.380292892456056,León,24,LEÓN,0,GENERAL,N
240021,HOSPITAL MONTE SAN ISIDRO,43.29235458374024,-5.993384838104247,León,24,LEÓN,0,GERIATRÍA Y/O LARGA ESTANCIA,N
240055,REGLA HM HOSPITALES,42.6018153500012,-5.56778919998567,León,24,LEÓN,130,GENERAL,N
240074,HOSPITAL HM SAN FRANCISCO,42.5899879,-5.5725262,León,24,LEÓN,75,GENERAL,N
240093,HOSPITAL SANTA ISABEL,42.5766185,-5.5435996,León,24,LEÓN,0,PSIQUIÁTRICO,N
240135,HOSPITAL EL BIERZO,42.5700722747921,-6.643592145667,Ponferrada,24,LEÓN,408,GENERAL,N
240140,HOSPITAL DE LA REINA,42.5414315,-6.592905,Ponferrada,24,LEÓN,72,GENERAL,N
240188,HOSPITAL SAN JUAN DE DIOS,42.6076665,-5.593575599999999,San Andrés del Rabanedo,24,LEÓN,297,GENERAL,N
240191,COMPLEJO ASISTENCIAL UNIVERSITARIO DE LEÓN,37.963417053222656,-6.74574613571167,León,24,LEÓN,1056,GENERAL,N
240205,CLÍNICA ALTOLLANO,42.62305435,-5.570749299999999,Villaquilambre,24,LEÓN,110,GENERAL,N
240212,CLÍNICA PONFERRADA,42.563071150127705,-6.63147049975673,Ponferrada,24,LEÓN,46,GENERAL,N
240220,HOSPITAL VALLE DE LACIANA,43.29235458374024,-5.993384838104247,Villablino,24,LEÓN,15,GERIATRÍA Y/O LARGA ESTANCIA,N
250019,HOSPITAL UNIVERSITARI ARNAU DE VILANOVA DE LLEIDA.,41.62524069886199,0.6131007482300955,Lleida,25,LLEIDA,463,GENERAL,N
250024,HOSPITAL SANTA MARIA,41.6229539,0.6164341999999999,Lleida,25,LLEIDA,229,GENERAL,N
250045,VITHAS HOSPITAL MONTSERRAT,41.612843,0.6206528,Lleida,25,LLEIDA,47,GENERAL,N
250058,"CLÍNICA PERPETUO SOCORRO DE LÉRIDA, GRUPO HLA, SLU",41.614166259765625,0.6258029937744141,Lleida,25,LLEIDA,58,GENERAL,N
250061,CLÍNICA TERRES DE PONENT,41.6222011,0.6264548000000001,Lleida,25,LLEIDA,123,GENERAL,N
250077,CLÍNICA PSIQUIÀTRICA BELLAVISTA,41.626987799999995,0.6080446,Lleida,25,LLEIDA,75,PSIQUIÁTRICO,N
250117,FUNDACIÓ SANT HOSPITAL.,42.3548666,1.4606997,"Seu d'Urgell, La",25,LLEIDA,88,GENERAL,N
250138,"CENTRE SANITARI DEL SOLSONÈS, FPC",18.09490776062012,120.77063751220705,Solsona,25,LLEIDA,32,GERIATRÍA Y/O LARGA ESTANCIA,N
250143,HOSPITAL COMARCAL DEL PALLARS,42.164641103477,0.8970133609863779,Tremp,25,LLEIDA,63,GENERAL,N
250156,ESPITAU VAL D'ARAN,42.70165252685547,0.7956380248069763,Vielha e Mijaran,25,LLEIDA,31,GENERAL,N
250169,HESTIA BALAGUER.,41.789234368053,0.8162853713923779,Balaguer,25,LLEIDA,120,GERIATRÍA Y/O LARGA ESTANCIA,N
250175,RESIDÈNCIA TERRAFERMA,41.6671142578125,0.5552970170974731,Alpicat,25,LLEIDA,137,GERIATRÍA Y/O LARGA ESTANCIA,N
250181,"CASTELL D'OLIANA RESIDENCIAL,S.L",42.0838468941543,1.30364306429087,Oliana,25,LLEIDA,20,PSIQUIÁTRICO,N
250209,HOSPITAL JAUME NADAL MEROLES,41.614166259765625,0.6258029937744141,Lleida,25,LLEIDA,126,GERIATRÍA Y/O LARGA ESTANCIA,N
250210,SANT JOAN DE DÉU TERRES DE LLEIDA,41.626802000000005,0.6078432,Almacelles,25,LLEIDA,29,PSIQUIÁTRICO,N
250221,REEIXIR,41.5481071472168,0.825410008430481,Juneda,25,LLEIDA,44,PSIQUIÁTRICO,N
250232,HOSPITAL SANT JOAN DE DÉU LLEIDA,41.60030313572703,0.6354294594369034,Lleida,25,LLEIDA,130,PSIQUIÁTRICO,N
260012,COMPLEJO HOSPITALARIO SAN MILLAN SAN PEDRO DE LA RIOJA,42.46567916870117,-2.4499828815460205,Logroño,26,LA RIOJA,590,GENERAL,N
260027,HOSPITAL SAN PEDRO,42.3555711693095,-2.39168450815573,Logroño,26,LA RIOJA,0,GENERAL,N
260048,HOSPITAL GENERAL DE LA RIOJA,33.786982549988196,-118.32412810353097,Logroño,26,LA RIOJA,0,GENERAL,N
260051,"POLICLÍNICO RIOJANO NUESTRA SEÑORA DE VALVANERA, S.A.",42.0795798502709,-1.8063864002832402,Logroño,26,LA RIOJA,87,GENERAL,N
260099,FUNDACIÓN HOSPITAL CALAHORRA,42.46567916870117,-2.4499828815460205,Calahorra,26,LA RIOJA,80,GENERAL,N
260109,CLÍNICA LOS MANZANOS,42.4225849509388,-2.45734719935392,Lardero,26,LA RIOJA,52,MÉDICO-QUIRÚRGICO,N
260110,CENTRO ASISTENCIAL DE ALBELDA DE IREGUA,42.363836592653,-2.4798285240270763,Albelda de Iregua,26,LA RIOJA,140,PSIQUIÁTRICO,N
260121,CENTRO SOCIOSANITARIO DE CONVALECENCIA LOS JAZMINES,39.4955485,-2.8749919999999998,Haro,26,LA RIOJA,26,GERIATRÍA Y/O LARGA ESTANCIA,N
260132,CENTRO  SOCIOSANITARIO  DE CONVALECENCIA NUESTRA SEÑORA VIRGEN DEL CARMEN,42.239895415000795,-1.7644258321355701,Calahorra,26,LA RIOJA,75,GERIATRÍA Y/O LARGA ESTANCIA,N
270018,COMPLEXO HOSPITALARIO UNIVERSITARIO DE LUGO,43.0199512083889,-7.5322827885209405,Lugo,27,LUGO,848,GENERAL,N
270039,HOSPITAL DE CALDE (PSIQUIATRICO),43.0120964050293,-7.555830955505371,Lugo,27,LUGO,0,GENERAL,N
270057,HOSPITAL POLUSA,42.99696445003511,-7.56742389996135,Lugo,27,LUGO,97,GENERAL,N
270076,SANATORIO NOSA SEÑORA DOS OLLOS GRANDES,-34.86963,-56.10415,Lugo,27,LUGO,69,GENERAL,N
270095,HOSPITAL PUBLICO DA MARIÑA (*),43.65594482421875,-7.363513946533202,Burela,27,LUGO,139,GENERAL,N
270109,HOSPITAL DE MONFORTE (*),42.525044000040396,-7.5153145502464005,Monforte de Lemos,27,LUGO,140,GENERAL,N
270122,HOSPITAL UNIVERSITARIO LUCUS AUGUSTI,43.0199512083889,-7.5322827885209405,Lugo,27,LUGO,0,GENERAL,N
280014,HOSPITAL UNIVERSITARIO LA PAZ,40.4802314,-3.6863681000000006,Madrid,28,MADRID,0,GENERAL,N
280029,HOSPITAL RAMÓN Y CAJAL,40.7819844,-3.6912193999999996,Madrid,28,MADRID,901,GENERAL,N
280035,HOSPITAL UNIVERSITARIO 12 DE OCTUBRE,32.7490210000001,-116.98027395001101,Madrid,28,MADRID,1196,GENERAL,N
280072,HOSPITAL CLÍNICO SAN CARLOS,40.4397712971431,-3.71911366313732,Madrid,28,MADRID,861,GENERAL,N
280091,HOSPITAL VIRGEN DE LA TORRE,40.3810809,-3.6190587,Madrid,28,MADRID,0,OTROS MONOGRÁFICOS,N
280112,HOSPITAL UNIVERSITARIO SANTA CRISTINA,40.4217412,-3.6713165,Madrid,28,MADRID,156,GENERAL,N
280127,HOSPITAL UNIVERSITARIO DE LA PRINCESA,40.434362,-3.6756953,Madrid,28,MADRID,524,GENERAL,N
280133,HOSPITAL INFANTIL UNIVERSITARIO NIÑO JESUS,40.4138896,-3.6768591,Madrid,28,MADRID,170,INFANTIL,N
280148,HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSÉ Y SANTA ADELA,40.4472853,-3.7073237999999997,Madrid,28,MADRID,154,GENERAL,N
280164,HOSPITAL CARLOS III,40.4749537,-3.6938473,Madrid,28,MADRID,0,GENERAL,N
280210,HOSPITAL CANTOBLANCO,40.5545434,-3.7103159,Madrid,28,MADRID,0,GENERAL,N
280225,COMPLEJO HOSPITALARIO GREGORIO MARAÑÓN,40.4189868,-3.6699309,Madrid,28,MADRID,1349,GENERAL,N
280246,HOSPITAL GENERAL UNIVERSITARIO GREGORIO MARAÑÓN,40.4189868,-3.6699309,Madrid,28,MADRID,0,GENERAL,N
280259,INSTITUTO PROVINCIAL DE REHABILITACIÓN,40.4331325,-3.6727051,Madrid,28,MADRID,0,GERIATRÍA Y/O LARGA ESTANCIA,N
280262,HOSPITAL DR. R. LAFORA,40.554463,-3.7097443,Madrid,28,MADRID,334,PSIQUIÁTRICO,N
280323,SANATORIO NUESTRA SEÑORA DEL ROSARIO,40.43205,-3.6799215,Madrid,28,MADRID,176,GENERAL,N
280339,HOSPITAL SAN RAFAEL,40.4523054,-3.6814876000000005,Madrid,28,MADRID,188,GENERAL,N
280344,HOSPITAL DE LA V.O.T. DE SAN FRANCISCO DE ASÍS,40.409047799999996,-3.7139122,Madrid,28,MADRID,72,GENERAL,N
280357,HOSPITAL QUIRÓNSALUD SAN JOSÉ,10.41667,-75.44641999999999,Madrid,28,MADRID,84,QUIRÚRGICO,N
280360,HOSPITAL BEATA MARÍA ANA. HH. HOSPITALARIAS SGDO. C. DE JESÚS,40.4180244,-3.6684472,Madrid,28,MADRID,160,MÉDICO-QUIRÚRGICO,N
280376,CLÍNICA SANTA ELENA,40.445738899999995,-3.7170329,Madrid,28,MADRID,76,GENERAL,N
280382,HOSPITAL SAN FRANCISCO DE ASÍS,40.4427855,-3.6835095,Madrid,28,MADRID,168,GENERAL,N
280395,CLÍNICA SAN MIGUEL,40.4600755,-3.6602648,Madrid,28,MADRID,94,PSIQUIÁTRICO,N
280409,CLÍNICA NUESTRA SRA. DE LA PAZ,40.4569105,-3.6617496,Madrid,28,MADRID,99,PSIQUIÁTRICO,N
280416,FUNDACIÓN INSTITUTO SAN JOSÉ,40.3617957,-3.7746353999999998,Madrid,28,MADRID,259,GERIATRÍA Y/O LARGA ESTANCIA,N
280421,HOSPITAL UNIVERSITARIO FUNDACIÓN JIMÉNEZ DÍAZ,40.437225299999994,-3.7200013999999997,Madrid,28,MADRID,659,GENERAL,N
280442,HOSPITAL VIRGEN DEL MAR,40.459496,-3.6785685,Madrid,28,MADRID,76,GENERAL,N
280455,"HESTIA MADRID (CLÍNICA SEAR, S.A.)",40.5541201,-3.7093633,Madrid,28,MADRID,250,GERIATRÍA Y/O LARGA ESTANCIA,N
280468,HOSPITAL RUBER JUAN BRAVO 39,40.4327215,-3.6776063999999997,Madrid,28,MADRID,70,GENERAL,N
280474,HOSPITAL VITHAS NUESTRA SEÑORA DE AMÉRICA,40.4497307,-3.6519277999999997,Madrid,28,MADRID,100,GENERAL,N
280528,"HOSPITAL VIRGEN DE LA PALOMA, S.A.",40.733630700000006,-3.5809406999999998,Madrid,28,MADRID,92,QUIRÚRGICO,N
280534,"CLÍNICA LA LUZ, S.L.",40.44417,-3.7137758,Madrid,28,MADRID,180,MÉDICO-QUIRÚRGICO,N
280549,FUENSANTA S.L. (CLÍNICA FUENSANTA),40.4401349,-3.640106,Madrid,28,MADRID,30,QUIRÚRGICO,N
280552,HOSPITAL RUBER JUAN BRAVO 49,40.432665500000006,-3.6763487,Madrid,28,MADRID,163,GENERAL,N
280565,HOSPITAL RUBER INTERNACIONAL,40.4894258,-3.7153232000000003,Madrid,28,MADRID,143,GENERAL,N
280587,CLÍNICA LA MILAGROSA,40.437000700000006,-3.696133,Madrid,28,MADRID,171,QUIRÚRGICO,N
280604,HOSPITAL UNIVERSITARIO LA ZARZUELA,40.4629028,-3.7842342,Madrid,28,MADRID,116,GENERAL,N
280626,HOSPITAL UNIVERSITARIO HM NUEVO BELEN,40.455082899999994,-3.6575943,Madrid,28,MADRID,60,MATERNAL,N
280647,SANATORIO NEUROPSIQUIÁTRICO DOCTOR LEÓN,51.09328079223633,10.380292892456056,Madrid,28,MADRID,96,PSIQUIÁTRICO,N
280650,INSTITUTO DE INVESTIGACIONES NEUROPSIQUIÁTRICAS DR. LÓPEZ IBOR,40.4685596,-3.7245288999999997,Madrid,28,MADRID,67,PSIQUIÁTRICO,N
280679,"SANATORIO ESQUERDO, S.A.",40.3820102,-3.7595157999999995,Madrid,28,MADRID,115,PSIQUIÁTRICO,N
280724,HOSPITAL CENTRAL DE LA DEFENSA GOMEZ ULLA,40.38800620000001,-3.745453,Madrid,28,MADRID,475,GENERAL,N
280745,HOSPITAL UNIVERSITARIO PRÍNCIPE DE ASTURIAS,40.5045257891629,-3.35191897610955,Alcalá de Henares,28,MADRID,507,GENERAL,N
280761,HOSPITAL DE LA FUENFRÍA,40.74145126342773,-4.054666996002196,Cercedilla,28,MADRID,192,GERIATRÍA Y/O LARGA ESTANCIA,N
280777,HH. HH. SGDO. C. DE JESÚS. COMPLEJO ASISTENCIAL BENITO MENNI,40.156180299999995,-3.6194481,Ciempozuelos,28,MADRID,318,PSIQUIÁTRICO,N
280783,CENTRO SAN JUAN DE DIOS,40.1602725,-3.6130953000000003,Ciempozuelos,28,MADRID,339,PSIQUIÁTRICO,N
280796,HOSPITAL MONOGRÁFICO ASEPEYO DE TRAUMAT. CIRUGÍA Y REHABILITACIÓN,40.436618,-3.5314906,Coslada,28,MADRID,133,TRAUMATOLOGÍA Y/O REHABILITACIÓN,N
280800,HOSPITAL GUADARRAMA,40.66949520000001,-4.0859769,Guadarrama,28,MADRID,144,GERIATRÍA Y/O LARGA ESTANCIA,N
280838,HOSPITAL UNIVERSITARIO SEVERO OCHOA,40.32642364501953,-3.7589879035949703,Leganés,28,MADRID,386,GENERAL,N
280843,INSTITUTO PSIQUIÁTRICO SERVICIOS DE SALUD MENTAL JOSÉ GERMAIN-1 LUNA,40.327348,-3.767614,Leganés,28,MADRID,0,PSIQUIÁTRICO,N
280856,FREMAP HOSPITAL Y CENTRO DE REHABILITACIÓN DE MAJADAHONDA,40.4495071,-3.8538365,Majadahonda,28,MADRID,116,TRAUMATOLOGÍA Y/O REHABILITACIÓN,N
280894,HOSPITAL UNIVERSITARIO DE MÓSTOLES,40.32276916503906,-3.8657410144805913,Móstoles,28,MADRID,332,GENERAL,N
280920,HOSPITAL EL ESCORIAL,40.5973047,-4.1347992,San Lorenzo de El Escorial,28,MADRID,91,GENERAL,N
280936,HOSPITAL VIRGEN DE LA POVEDA,42.418621200000004,-5.813626999999999,Villa del Prado,28,MADRID,202,GERIATRÍA Y/O LARGA ESTANCIA,N
280954,HOSPITAL DE MADRID,40.4313399,-3.7067887,Madrid,28,MADRID,99,QUIRÚRGICO,N
280989,HOSPITAL UNIVERSITARIO DE GETAFE,51.09328079223633,10.380292892456056,Getafe,28,MADRID,510,GENERAL,N
281034,CLÍNICA ISADORA,40.4571755,-3.7164082,Madrid,28,MADRID,19,MÉDICO-QUIRÚRGICO,N
281049,HOSPITAL UNIVERSITARIO MONCLOA,40.433128100000005,-3.7338946,Madrid,28,MADRID,235,GENERAL,N
281071,HOSPITAL UNIVERSITARIO FUNDACIÓN ALCORCÓN,40.349865,-3.834867,Alcorcón,28,MADRID,400,GENERAL,N
281087,CLINICA CEMTRO,40.493579100000005,-3.7168029000000002,Madrid,28,MADRID,94,MÉDICO-QUIRÚRGICO,N
281090,HOSPITAL UNIVERSITARIO HM  MONTEPRÍNCIPE,40.414390999999995,-3.8444112,Boadilla del Monte,28,MADRID,170,GENERAL,N
281113,CENTRO ONCOLÓGICO MD ANDERSON INTERNATIONAL ESPAÑA,40.470610799999996,-3.6665947999999995,Madrid,28,MADRID,99,ONCOLÓGICO,N
281124,HOSPITAL QUIRONSALUD SUR,40.3430012,-3.8486589,Alcorcón,28,MADRID,81,MÉDICO-QUIRÚRGICO,N
281146,HOSPITAL UNIVERSITARIO DE FUENLABRADA,40.285692600000004,-3.8152462,Fuenlabrada,28,MADRID,406,GENERAL,N
281157,HOSPITAL UNIVERSITARIO HM TORRELODONES,40.570524548878105,-3.9254925067884,Torrelodones,28,MADRID,86,GENERAL,N
281168,COMPLEJO UNIVERSITARIO LA PAZ,40.4802314,-3.6863681000000006,Madrid,28,MADRID,1268,GENERAL,N
281179,HOSPITAL LA MORALEJA,40.492238,-3.6625196000000004,Madrid,28,MADRID,126,GENERAL,N
281180,HOSPITAL LOS MADROÑOS,40.40553665161133,-3.997735977172852,Brunete,28,MADRID,53,GENERAL,N
281203,HOSPITAL QUIRÓNSALUD MADRID,40.4027904,-3.7850365,Pozuelo de Alarcón,28,MADRID,239,GENERAL,N
281214,HOSPITAL CENTRO DE CUIDADOS LAGUNA,40.4006415,-3.7468394,Madrid,28,MADRID,47,OTROS MONOGRÁFICOS,N
281225,HOSPITAL UNIVERSITARIO MADRID SANCHINARRO,40.48932429999999,-3.6663009,Madrid,28,MADRID,198,GENERAL,N
281236,HOSPITAL UNIVERSITARIO INFANTA ELENA,40.303482200000005,-3.7384746,Valdemoro,28,MADRID,158,GENERAL,N
281247,VITAS NISA PARDO DE ARAVACA.,40.4668613,-3.7834969,Madrid,28,MADRID,98,GENERAL,N
281258,HOSPITAL UNIVERSITARIO INFANTA SOFÍA,40.5517993869105,-3.6188993651584704,San Sebastián de los Reyes,28,MADRID,271,GENERAL,N
281269,HOSPITAL UNIVERSITARIO DEL HENARES,40.4168446559395,-3.53297311592237,Coslada,28,MADRID,243,GENERAL,N
281270,HOSPITAL UNIVERSITARIO INFANTA LEONOR,40.3949675421159,-3.6045349132181297,Madrid,28,MADRID,0,GENERAL,N
281281,HOSPITAL UNIVERSITARIO DEL SURESTE,40.2959305,-3.4470432,Arganda del Rey,28,MADRID,132,GENERAL,N
281292,HOSPITAL UNIVERSITARIO DEL TAJO,40.0563622843749,-3.59797742795352,Aranjuez,28,MADRID,98,GENERAL,N
281304,HOSPITAL UNIVERSITARIO INFANTA CRISTINA,40.2191699,-3.7828888999999997,Parla,28,MADRID,188,GENERAL,N
281315,HOSPITAL UNIVERSITARIO PUERTA DE HIERRO MAJADAHONDA,40.6727674,-4.0905594,Majadahonda,28,MADRID,613,GENERAL,N
281326,CASTA GUADARRAMA,40.67347717285156,-4.090746879577637,Guadarrama,28,MADRID,160,PSIQUIÁTRICO,N
281337,HOSPITAL UNIVERSITARIO DE TORREJÓN,40.4641071649442,-3.43413697071118,Torrejón de Ardoz,28,MADRID,250,GENERAL,N
281348,HOSPITAL REY JUAN CARLOS,40.32276916503906,-3.8657410144805913,Móstoles,28,MADRID,364,GENERAL,N
281359,HOSPITAL GENERAL DE VILLALBA,40.6716551,-3.9729718999999997,Collado Villalba,28,MADRID,209,GENERAL,N
281360,HM UNIVERSITARIO PUERTA DEL SUR,40.32071556961329,-3.8502099622113697,Móstoles,28,MADRID,182,GENERAL,N
281371,HM VALLES,37.1637757,-3.5902425000000004,Alcalá de Henares,28,MADRID,20,OTRA FINALIDAD,N
281382,HOSPITAL CASAVERDE DE MADRID,51.09328079223633,10.380292892456056,Navalcarnero,28,MADRID,100,REHABILITACIÓN PSICOFÍSICA,N
